index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
358159,2016-04-04 21:54:09,Ford_Capri_III_V6_mit_H_Zulassung_3.Hand_TÜV_11/17,privat,Angebot,6400,test,,2017,,0,andere,5000,10,,ford,,2016-04-04 00:00:00,0,35418,2016-04-07 00:45:12
194696,2016-03-14 15:44:45,Mercedes_C_250_CDI_Blue_Efficiency_Prime_Edition_mit_500Nm,privat,Angebot,12500,control,limousine,2009,manuell,204,c_klasse,150000,5,diesel,mercedes_benz,nein,2016-03-14 00:00:00,0,83395,2016-03-20 03:15:36
78120,2016-03-30 18:49:17,Ford_Focus_Turnier_1.6_TDCi,privat,Angebot,6800,test,kombi,2009,,0,focus,125000,1,diesel,ford,nein,2016-03-30 00:00:00,0,88696,2016-04-07 10:16:53
74805,2016-04-03 13:48:28,Chevrolet_Caprice_Wagon_5.7_v8_Chevy_US_Car_deutsches_Auto,privat,Angebot,1800,control,kombi,1977,automatik,170,andere,150000,5,benzin,chevrolet,,2016-04-03 00:00:00,0,50667,2016-04-03 13:48:28
193546,2016-03-16 20:56:10,Golf_4_1.4l_Top_Zustand,privat,Angebot,1400,control,,2017,manuell,75,golf,150000,8,,volkswagen,nein,2016-03-16 00:00:00,0,6484,2016-03-24 15:47:25
160926,2016-03-21 08:51:04,Audi_A6_Kombi_Quattro,privat,Angebot,2500,control,kombi,2002,manuell,0,a6,150000,4,benzin,audi,,2016-03-21 00:00:00,0,57581,2016-03-24 02:44:44
307295,2016-03-23 10:53:19,Mercedes_Benz_C_200_T_CDI_Aut._Avantgarde_Xenon_Sport.Navi_Leder,privat,Angebot,7999,control,kombi,2008,automatik,122,c_klasse,150000,2,diesel,mercedes_benz,nein,2016-03-23 00:00:00,0,21031,2016-03-29 04:17:50
52415,2016-03-22 22:42:17,BMW_X6M_4.0D_xDrive_Einzelstueck,privat,Angebot,35190,control,suv,2010,automatik,306,x_reihe,125000,8,diesel,bmw,nein,2016-03-22 00:00:00,0,38120,2016-03-25 14:49:18
34456,2016-03-31 21:45:06,Volkswagen_Polo_1.2_Tuev/Au_01/2017,privat,Angebot,1300,test,kleinwagen,2002,manuell,54,polo,150000,11,benzin,volkswagen,nein,2016-03-31 00:00:00,0,26382,2016-04-06 16:46:46
273405,2016-03-13 18:37:52,Hyundai_ix20_1.6_Automatik_Style,privat,Angebot,10500,test,bus,2013,automatik,125,i_reihe,60000,6,benzin,hyundai,nein,2016-03-13 00:00:00,0,88131,2016-03-13 18:37:52
214421,2016-03-20 23:48:45,Trabant_P_601_L_19KW_594ccm_Bj_1988,privat,Angebot,299,control,limousine,1988,manuell,26,601,60000,0,benzin,trabant,ja,2016-03-20 00:00:00,0,17039,2016-03-23 11:16:26
115745,2016-03-26 11:56:13,FORD_C_MAX_TITANIUM_2.0_Schwarz,privat,Angebot,8500,control,bus,2008,manuell,135,c_max,150000,12,benzin,ford,nein,2016-03-26 00:00:00,0,45661,2016-03-26 12:42:48
25540,2016-03-30 18:58:51,Volkswagen_Golf_Variant_1.9_TDI_Pacific,privat,Angebot,4200,test,kombi,2004,manuell,101,golf,150000,5,diesel,volkswagen,nein,2016-03-30 00:00:00,0,49439,2016-04-07 10:17:14
232844,2016-03-22 11:45:41,Volvo_S60_D3_Momentum,privat,Angebot,11980,control,limousine,2010,automatik,163,s60,150000,12,diesel,volvo,nein,2016-03-22 00:00:00,0,95447,2016-04-05 23:45:12
111812,2016-03-28 01:48:23,Mitsubishi_Lancer_1500_GLXi,privat,Angebot,2000,test,limousine,1991,manuell,90,lancer,150000,7,benzin,mitsubishi,nein,2016-03-27 00:00:00,0,12685,2016-04-06 06:17:35
316851,2016-03-16 20:50:02,Alfa_Romeo_Giulietta_1.4_TB_16V_Multiair_TCT_Turismo,privat,Angebot,12500,test,limousine,2012,automatik,170,andere,60000,8,benzin,alfa_romeo,nein,2016-03-16 00:00:00,0,35396,2016-04-05 22:17:37
169646,2016-03-09 22:47:24,VOLVO_V70_II_Tuev___Alu___Teillieferung___u.v.m_.,privat,Angebot,1200,test,kombi,2000,manuell,140,v70,150000,11,benzin,volvo,,2016-03-09 00:00:00,0,49809,2016-03-22 17:17:55
319693,2016-03-07 14:38:39,T4_ohne_motor_zum_ausschlachten,privat,Angebot,150,control,bus,1999,manuell,74,,150000,6,diesel,volkswagen,ja,2016-03-07 00:00:00,0,91186,2016-03-08 10:18:10
163987,2016-03-08 23:40:14,VW_Jetta_2.0l_TDI_DPF,privat,Angebot,8999,control,limousine,2009,manuell,140,jetta,150000,12,diesel,volkswagen,nein,2016-03-08 00:00:00,0,44629,2016-04-06 23:45:22
178815,2016-03-15 20:45:43,Volkswagen_Passat_Variant_2.0_GT,privat,Angebot,1499,test,kombi,1995,manuell,116,passat,150000,6,benzin,volkswagen,nein,2016-03-15 00:00:00,0,34587,2016-04-07 02:45:44
51621,2016-03-30 19:39:09,Opel_astra_g_1.6_Kombi_75ps_Euro_4_mit_Anhaenger_Kupplung,privat,Angebot,666,test,,2016,manuell,75,astra,150000,6,benzin,opel,ja,2016-03-30 00:00:00,0,89079,2016-03-30 19:39:09
177882,2016-03-17 14:50:24,BMW_523i__E39__Automatik__Gruene_Plakette,privat,Angebot,2900,control,limousine,1997,automatik,170,5er,150000,9,benzin,bmw,nein,2016-03-17 00:00:00,0,30916,2016-03-30 07:17:59
336518,2016-04-03 10:47:37,VW_Touran_1.9_Tdi_gepflegt__6_Gang__DPF__Ahk,privat,Angebot,5899,control,,2016,manuell,101,touran,150000,0,diesel,volkswagen,,2016-04-03 00:00:00,0,49186,2016-04-03 10:47:37
291439,2016-03-23 22:55:46,BMW_Z4_sDrive23i,privat,Angebot,21900,test,cabrio,2011,manuell,204,z_reihe,50000,3,benzin,bmw,nein,2016-03-23 00:00:00,0,73642,2016-04-06 17:16:17
351465,2016-03-11 14:25:28,Hallo_ich_suche_mir_Auto_Mit_Automatik_Getriebe,privat,Angebot,0,control,kleinwagen,2016,,0,aygo,5000,1,,toyota,nein,2016-03-11 00:00:00,0,61449,2016-03-14 21:16:55
293802,2016-03-21 17:57:21,Ford_Mondeo_Turnier_Ghia,privat,Angebot,200,control,kombi,1999,manuell,115,mondeo,150000,3,benzin,ford,,2016-03-21 00:00:00,0,47807,2016-03-22 23:18:45
113064,2016-04-05 10:58:40,Ford_Ranger_XLT,privat,Angebot,10990,control,suv,2012,manuell,150,andere,90000,11,diesel,ford,ja,2016-04-05 00:00:00,0,66399,2016-04-05 11:47:06
251166,2016-03-29 22:50:06,Audi_A4_Avant_2_6_liter_mit_neuem_Tuev,privat,Angebot,800,test,,2000,,0,a4,150000,0,,audi,,2016-03-29 00:00:00,0,27711,2016-03-30 00:41:34
31565,2016-03-18 07:37:04,Golf_5_1.9tdi_Brandstiftung,privat,Angebot,1500,test,,2017,manuell,0,golf,150000,4,diesel,volkswagen,ja,2016-03-18 00:00:00,0,76437,2016-04-05 21:46:25
335034,2016-03-28 17:25:40,Mercedes_A200_Elegance,privat,Angebot,5999,test,kleinwagen,2005,automatik,101,a_klasse,150000,3,benzin,mercedes_benz,,2016-03-28 00:00:00,0,65428,2016-04-07 02:15:45
334665,2016-03-20 01:00:19,Skoda_octavia_combi_2.0_TDI_RS,privat,Angebot,10000,control,kombi,2011,manuell,170,octavia,150000,6,diesel,skoda,,2016-03-20 00:00:00,0,44145,2016-04-06 03:44:53
98978,2016-03-17 13:52:50,VW_Passat_Variant_3b_1_8_125PS,privat,Angebot,899,control,kombi,1999,manuell,125,passat,150000,4,benzin,volkswagen,,2016-03-17 00:00:00,0,8223,2016-03-30 05:17:59
120041,2016-03-25 10:51:53,Verkaufe_Fiat_Punto,privat,Angebot,555,test,kleinwagen,2001,manuell,60,punto,150000,9,benzin,fiat,,2016-03-25 00:00:00,0,84036,2016-03-25 10:51:53
335717,2016-03-06 16:46:23,Seat_Ibiza_zum_ausschlachten_oder_herrichten,privat,Angebot,200,test,kleinwagen,1998,manuell,60,ibiza,150000,4,benzin,seat,nein,2016-03-06 00:00:00,0,93109,2016-03-11 23:18:02
232451,2016-03-05 22:43:58,Verkaufe_Audi_A4_B5_kombi,privat,Angebot,999,control,kombi,1996,manuell,125,a4,150000,6,benzin,audi,nein,2016-03-05 00:00:00,0,86655,2016-03-12 17:45:19
184140,2016-03-16 23:54:30,Mazda_3,privat,Angebot,3800,test,limousine,2005,manuell,109,3_reihe,150000,7,diesel,mazda,nein,2016-03-16 00:00:00,0,41564,2016-03-19 06:18:23
245732,2016-03-29 02:36:55,Daihatsu_Sirion,privat,Angebot,850,test,kleinwagen,2000,manuell,102,sirion,150000,7,benzin,daihatsu,nein,2016-03-29 00:00:00,0,82256,2016-03-29 09:43:15
324346,2016-03-25 14:36:25,Volkswagen_VW_Polo_1.2___4/5_Tuerer__99400km__SEHR_sauber!!!,privat,Angebot,2600,control,kleinwagen,2003,manuell,64,polo,100000,5,benzin,volkswagen,nein,2016-03-25 00:00:00,0,45134,2016-03-25 14:36:25
132450,2016-03-23 13:50:36,Volkswagen_Golf_1_GTI_Umbau_auf_1.8T_Projektaufgabe,privat,Angebot,5500,test,cabrio,1983,manuell,179,golf,5000,1,benzin,volkswagen,nein,2016-03-23 00:00:00,0,31241,2016-04-05 14:18:36
129206,2016-03-29 12:55:30,Ford_Focus_1.8_Lpg_Prins_Xenon,privat,Angebot,5000,test,limousine,2009,manuell,125,focus,150000,3,benzin,ford,ja,2016-03-29 00:00:00,0,50825,2016-03-31 05:17:33
350604,2016-03-23 13:47:24,Opel_Corsa_65140km_nur!,privat,Angebot,699,test,kleinwagen,1996,manuell,60,corsa,70000,3,benzin,opel,ja,2016-03-23 00:00:00,0,20535,2016-03-26 06:17:36
286849,2016-03-31 13:50:35,VW_Caddy_Life_mit_LPG__AHK__NAVI_und_Klima,privat,Angebot,6000,control,kombi,2009,manuell,102,caddy,150000,12,lpg,volkswagen,,2016-03-31 00:00:00,0,26629,2016-04-06 06:44:33
228639,2016-03-14 17:44:48,Mercedes__E200CDI,privat,Angebot,24500,test,limousine,2012,automatik,0,e_klasse,30000,11,diesel,mercedes_benz,nein,2016-03-14 00:00:00,0,26624,2016-04-06 00:16:42
359001,2016-03-21 18:43:06,Volkswagen_Lupo_1.6,privat,Angebot,7450,test,kleinwagen,2002,manuell,125,lupo,150000,6,benzin,volkswagen,nein,2016-03-21 00:00:00,0,96465,2016-04-06 20:15:31
210569,2016-04-04 21:41:30,VW_Golf_4_IV_1.6_Scheckheft_gepflegt_1.Hand_Tuev_11/2017,privat,Angebot,3700,test,,2017,manuell,101,golf,125000,3,benzin,volkswagen,,2016-04-04 00:00:00,0,25813,2016-04-07 00:15:40
254202,2016-03-19 20:38:17,noch_tuef_vorhanden,privat,Angebot,300,control,,2017,,0,a_klasse,150000,0,,mercedes_benz,ja,2016-03-19 00:00:00,0,14712,2016-03-29 01:45:32
111854,2016-03-20 19:25:26,Opel_Corsa_1.0_12V,privat,Angebot,1550,control,kleinwagen,2002,manuell,58,corsa,150000,10,benzin,opel,nein,2016-03-20 00:00:00,0,56075,2016-03-23 20:47:44
184643,2016-03-10 17:55:48,Volkswagen_Multivan_Kurz_BMT___VW_Garantieverlaengerung,privat,Angebot,27500,control,bus,2013,manuell,114,transporter,50000,11,diesel,volkswagen,nein,2016-03-10 00:00:00,0,25746,2016-03-21 05:45:59
216797,2016-03-07 21:37:44,Ford_Mondeo_Turnier_2.5_Titanium_S_Leder_Sitzhz_Xenon,privat,Angebot,12500,control,kombi,2008,manuell,220,mondeo,150000,12,benzin,ford,nein,2016-03-07 00:00:00,0,91625,2016-03-15 12:15:41
189785,2016-03-05 18:39:36,Ford_KA_mit_Faltdach,privat,Angebot,350,test,,2005,,0,ka,150000,0,,ford,,2016-03-05 00:00:00,0,94362,2016-04-07 05:16:00
101749,2016-03-26 00:56:51,VW_Golf_III_mit_Vollausstattung_und_neuem_Tuev,privat,Angebot,0,test,limousine,1997,manuell,75,golf,150000,0,benzin,volkswagen,nein,2016-03-25 00:00:00,0,15344,2016-03-26 07:38:00
116520,2016-03-09 11:50:21,BMW_120i_Cabrio_Aut.,privat,Angebot,9000,test,cabrio,2008,automatik,170,1er,150000,1,benzin,bmw,nein,2016-03-09 00:00:00,0,37671,2016-03-09 11:50:21
20903,2016-03-23 18:36:25,Opel_Astra_kombi_tuev_neu,privat,Angebot,1650,test,kombi,1998,manuell,65,astra,125000,9,benzin,opel,nein,2016-03-23 00:00:00,0,32547,2016-04-06 00:17:35
204862,2016-03-06 13:45:40,A5_3.0_TDI_DPF_quattro_S_tronic_NAVI_XEN_2xS_LINE,privat,Angebot,10500,test,limousine,2011,automatik,239,a5,125000,9,diesel,audi,nein,2016-03-06 00:00:00,0,10115,2016-03-06 13:45:40
56841,2016-03-20 20:17:06,TAUSCHE_Civic_Eg4_mit_D16z9__tuev1.18__Gegen_CRX_ED9,privat,Angebot,2500,test,kleinwagen,1992,manuell,125,,150000,1,benzin,honda,nein,2016-03-19 00:00:00,0,35460,2016-03-29 22:15:28
124704,2016-03-22 13:49:33,Opel_Omega_3.0_V6_Sport,privat,Angebot,2900,control,limousine,2000,automatik,211,omega,150000,5,benzin,opel,nein,2016-03-22 00:00:00,0,74257,2016-04-06 02:45:41
121075,2016-03-14 11:54:09,Audi_A4_2_5l_turbodiesel,privat,Angebot,1300,test,kombi,2000,manuell,150,a4,150000,3,diesel,audi,nein,2016-03-14 00:00:00,0,84494,2016-03-24 19:17:53
221168,2016-03-20 16:40:30,Volkswagen_Multivan_T4,privat,Angebot,7500,test,bus,2000,automatik,102,transporter,150000,5,diesel,volkswagen,ja,2016-03-20 00:00:00,0,76337,2016-04-06 21:46:31
92383,2016-03-20 22:49:49,Audi_A6_Avant_3.0_TDI_quattro_S_tronic_2xS_Line_Top,privat,Angebot,29990,test,kombi,2011,automatik,245,a6,125000,11,diesel,audi,nein,2016-03-20 00:00:00,0,32791,2016-03-20 22:49:49
93968,2016-03-28 20:48:28,Fiat_CROMA,privat,Angebot,2400,control,kombi,2005,manuell,150,croma,150000,6,,fiat,ja,2016-03-28 00:00:00,0,83317,2016-03-28 20:48:28
19537,2016-03-09 17:45:26,VW_T4_Transporter_Wohnmobil_?_VR6_?_140_PS_?_Gruene_Plakette,privat,Angebot,10500,test,bus,1998,automatik,140,transporter,150000,2,,volkswagen,nein,2016-03-09 00:00:00,0,10823,2016-03-14 09:48:21
307979,2016-04-04 08:55:19,Volkswagen_Sharan_2.0_TDI_BlueMotion__7_Sitzer_,privat,Angebot,20900,control,bus,2012,manuell,140,sharan,100000,6,diesel,volkswagen,nein,2016-04-04 00:00:00,0,74889,2016-04-06 09:45:51
38573,2016-04-01 21:46:35,VW_GOLF_5_1_4,privat,Angebot,6000,test,,2017,manuell,80,golf,125000,6,benzin,volkswagen,nein,2016-04-01 00:00:00,0,58791,2016-04-01 21:46:35
66508,2016-03-10 19:36:58,Peugeot_306_Break_Kombi_110PS_Tuev_2017,privat,Angebot,770,control,kombi,2000,manuell,110,3_reihe,150000,2,benzin,peugeot,nein,2016-03-10 00:00:00,0,18439,2016-03-17 07:46:08
222701,2016-03-15 13:47:22,Mercedes_Benz_E_320__original_139.300__KM__Scheckheft_bis_100T,privat,Angebot,3500,control,limousine,1993,automatik,220,e_klasse,150000,7,benzin,mercedes_benz,nein,2016-03-15 00:00:00,0,16567,2016-03-19 06:46:52
171760,2016-03-19 17:44:26,Audi_A3_sehr_sauber,privat,Angebot,2499,control,limousine,1999,manuell,101,a3,150000,7,benzin,audi,,2016-03-19 00:00:00,0,34123,2016-03-24 12:47:02
161058,2016-03-30 21:50:52,Audi_90_2.3_E,privat,Angebot,900,test,limousine,1989,manuell,136,90,150000,7,benzin,audi,nein,2016-03-30 00:00:00,0,63820,2016-04-05 12:20:21
197448,2016-03-28 21:50:34,Audi_A6_*4B_*Allroad_*KEIN_ROST*_Motor_Generalueberholt*,privat,Angebot,5555,control,kombi,2003,automatik,180,a6,150000,6,diesel,audi,nein,2016-03-28 00:00:00,0,96486,2016-04-07 04:45:27
185197,2016-03-06 14:53:05,Vw_Polo_6n_1_3_Tuning,privat,Angebot,0,control,,1995,manuell,54,polo,150000,7,benzin,volkswagen,,2016-03-06 00:00:00,0,19258,2016-03-29 09:42:16
135830,2016-03-28 22:00:29,Verkaufe/tausche_Opel_astra_f,privat,Angebot,600,control,kleinwagen,1996,manuell,60,astra,150000,10,,opel,,2016-03-28 00:00:00,0,12629,2016-04-07 05:16:18
183627,2016-04-02 19:50:58,BMW_528i,privat,Angebot,2400,control,limousine,1998,manuell,193,5er,150000,4,benzin,bmw,nein,2016-04-02 00:00:00,0,82409,2016-04-02 19:50:58
200185,2016-03-24 19:50:48,Opel_Astra_1.7_CDTI_Caravan_DPF_Edition_111_Jahre,privat,Angebot,8900,test,kombi,2010,manuell,110,astra,90000,10,diesel,opel,nein,2016-03-24 00:00:00,0,63329,2016-04-06 06:46:22
86363,2016-03-14 17:53:48,SLK_200_sehr_schoene_gepflegtes_Tuev_bis_10.2017_Viele_neu_teilen,privat,Angebot,3300,test,cabrio,1998,manuell,136,slk,150000,9,benzin,mercedes_benz,,2016-03-14 00:00:00,0,33649,2016-03-17 07:15:12
28760,2016-03-14 16:45:41,Citroeen_C2_16VTS_mit_Teilleder_TÜV_bis_10/2017,privat,Angebot,3500,test,kleinwagen,2007,manuell,122,c2,125000,5,benzin,citroen,nein,2016-03-14 00:00:00,0,23554,2016-03-18 03:46:27
191391,2016-03-27 15:37:20,Opel_Coraa_C_1.0_12v_96_tds_km_scheckheftgepflegt_nur_heute_1200,privat,Angebot,1200,control,kleinwagen,2001,manuell,58,corsa,100000,9,benzin,opel,,2016-03-27 00:00:00,0,44793,2016-03-27 15:37:20
260382,2016-04-02 20:47:23,Golf_3_gepflegt_TÜV_NEU,privat,Angebot,1600,test,limousine,1995,manuell,60,golf,150000,2,benzin,volkswagen,nein,2016-04-02 00:00:00,0,47661,2016-04-06 21:17:46
152434,2016-03-11 08:37:24,Ford_Fiesta_16_V,privat,Angebot,350,test,,2016,manuell,0,fiesta,150000,6,benzin,ford,ja,2016-03-11 00:00:00,0,13439,2016-03-14 19:44:34
210763,2016-03-28 23:56:59,Peugeot_307_CC,privat,Angebot,6300,test,cabrio,2006,manuell,140,,90000,8,benzin,peugeot,nein,2016-03-28 00:00:00,0,76829,2016-04-05 14:17:50
144941,2016-03-30 14:57:48,Audi_a3_8l_1.6,privat,Angebot,1600,control,,2017,,101,a3,150000,0,,audi,,2016-03-30 00:00:00,0,92439,2016-04-01 09:45:25
206056,2016-03-19 21:57:22,Opel_Corsa_1.2__ecoFLEX__mit_Start/Stopp_Automatik,privat,Angebot,7500,control,kleinwagen,2013,manuell,86,corsa,30000,3,benzin,opel,nein,2016-03-19 00:00:00,0,84405,2016-04-05 13:44:27
106868,2016-03-29 00:57:12,Ford_Focus_ganz_sauber,privat,Angebot,1899,test,kleinwagen,2002,manuell,0,focus,150000,0,benzin,ford,nein,2016-03-28 00:00:00,0,30657,2016-04-05 13:45:14
243870,2016-03-05 22:55:44,Nissan_Almera_1.5,privat,Angebot,1500,control,limousine,2003,manuell,98,almera,150000,10,benzin,nissan,nein,2016-03-05 00:00:00,0,49586,2016-03-07 16:16:41
243628,2016-03-23 14:06:24,Ford_KA_an_Bastler__zum_Ausschlachten_,privat,Angebot,200,control,kleinwagen,1998,manuell,60,ka,100000,0,benzin,ford,,2016-03-23 00:00:00,0,56305,2016-04-06 13:44:56
779,2016-03-22 15:50:59,BMW_316i,privat,Angebot,2850,control,limousine,2000,manuell,105,3er,150000,7,benzin,bmw,nein,2016-03-22 00:00:00,0,71139,2016-04-06 05:45:42
363677,2016-04-01 22:58:05,VW_Jetta_2__Gepflegt_Schmidt_th_line_[golf_gti],privat,Angebot,3500,test,coupe,1988,manuell,72,,90000,5,benzin,volkswagen,nein,2016-04-01 00:00:00,0,45896,2016-04-05 22:45:58
307646,2016-03-31 20:49:20,Seat_Leon_1.2_TSI_Ecomotive_Copa,privat,Angebot,9280,test,limousine,2011,manuell,105,leon,70000,8,benzin,seat,nein,2016-03-31 00:00:00,0,90579,2016-04-04 14:44:51
262999,2016-03-28 17:38:31,Auto_W123Coupe,privat,Angebot,4500,test,coupe,1985,automatik,136,,150000,7,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,14550,2016-04-06 23:15:48
6910,2016-03-21 19:51:05,Vw_t5_transporter_kasten_bj06_2.5tdi_nur_export!!!,privat,Angebot,5500,test,bus,2006,manuell,131,transporter,150000,1,,volkswagen,,2016-03-21 00:00:00,0,41366,2016-03-21 19:51:05
202883,2016-03-30 15:49:32,Skoda_Felicia_Combi_1.3_GLXi,privat,Angebot,800,test,kombi,1995,manuell,68,andere,125000,10,benzin,skoda,nein,2016-03-30 00:00:00,0,9629,2016-03-30 15:49:32
146386,2016-03-15 21:58:24,Seat_Mii_Style_Salsa__TÜV_noch_bis_3/17,privat,Angebot,7650,control,kleinwagen,2014,manuell,60,mii,40000,4,benzin,seat,nein,2016-03-15 00:00:00,0,52152,2016-03-30 16:46:39
72377,2016-03-26 10:51:43,hallo_verkaufe_mein_bmw_316i_e36_als_Bastelfahrzeug_tuev_faellig,privat,Angebot,800,test,limousine,1996,manuell,102,3er,150000,10,benzin,bmw,ja,2016-03-26 00:00:00,0,23611,2016-04-01 23:47:35
234879,2016-03-28 15:52:08,Volkswagen_Golf_1_gti_gli_cabrio,privat,Angebot,6000,control,cabrio,1980,manuell,110,golf,150000,4,benzin,volkswagen,nein,2016-03-28 00:00:00,0,47533,2016-04-06 20:46:40
104942,2016-04-01 20:45:33,Volkswagen_Polo,privat,Angebot,6200,test,kleinwagen,2010,manuell,75,polo,150000,4,diesel,volkswagen,nein,2016-04-01 00:00:00,0,21073,2016-04-05 17:46:04
122455,2016-03-19 16:47:02,Renault_Espace_2.2_dCi,privat,Angebot,2900,test,bus,2004,manuell,150,espace,150000,2,diesel,renault,nein,2016-03-19 00:00:00,0,91605,2016-04-07 02:17:36
329010,2016-03-12 17:48:38,Bmw_316i__young_timer,privat,Angebot,600,test,limousine,1988,manuell,0,3er,150000,0,benzin,bmw,,2016-03-12 00:00:00,0,33647,2016-03-15 04:17:00
56139,2016-03-06 01:51:17,Audi_80_Avant_TDI,privat,Angebot,1150,control,kombi,1994,,0,80,150000,5,diesel,audi,nein,2016-03-05 00:00:00,0,21702,2016-03-06 04:48:54
209607,2016-03-26 17:38:57,Omega_2.0_8v_tuv_04/17_ahk_klima,privat,Angebot,999,control,kombi,1998,manuell,116,omega,150000,8,,opel,,2016-03-26 00:00:00,0,59199,2016-04-05 11:44:48
77138,2016-03-20 14:36:36,Passat_3b_top,privat,Angebot,2500,test,kombi,1999,manuell,101,passat,150000,8,benzin,volkswagen,nein,2016-03-20 00:00:00,0,1683,2016-04-06 17:15:51
23207,2016-03-31 10:49:16,Volkswagen_Caddy_SD_Pickup_Hardtop,privat,Angebot,1500,control,suv,1997,manuell,64,caddy,150000,12,diesel,volkswagen,nein,2016-03-31 00:00:00,0,14770,2016-04-02 05:46:02
193987,2016-03-07 18:42:30,CORSA_B_9._97___TÜV__9_/_16_VB_650_160000_km,privat,Angebot,649,control,kleinwagen,1997,manuell,54,corsa,150000,9,,opel,nein,2016-03-07 00:00:00,0,28259,2016-03-15 00:46:42
146771,2016-03-31 13:00:15,Fiat_Punto_1.2,privat,Angebot,1450,test,kleinwagen,2003,manuell,60,punto,100000,9,benzin,fiat,nein,2016-03-31 00:00:00,0,49593,2016-03-31 13:43:07
233180,2016-04-01 15:49:43,Mercedes_Benz_E320,privat,Angebot,12850,test,limousine,2002,automatik,224,andere,125000,11,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,28197,2016-04-07 13:50:09
303728,2016-04-03 17:45:58,Porsche_Boxster_Tiptronic_S,privat,Angebot,18500,test,cabrio,2005,automatik,239,boxster,125000,9,benzin,porsche,nein,2016-04-03 00:00:00,0,76351,2016-04-05 17:46:12
210343,2016-03-08 23:40:34,Opel_Corsa_1.2_16V,privat,Angebot,2999,control,kleinwagen,2007,manuell,80,corsa,150000,10,benzin,opel,nein,2016-03-08 00:00:00,0,71665,2016-03-12 14:44:53
366327,2016-03-13 17:06:44,Mitsubishi_Colt_CZ3_1.1,privat,Angebot,4100,test,limousine,2008,manuell,75,colt,70000,7,benzin,mitsubishi,nein,2016-03-13 00:00:00,0,35415,2016-04-05 12:20:07
272808,2016-03-26 14:47:00,Golf_1_6_TÜV_12.16,privat,Angebot,450,control,limousine,1995,,0,golf,150000,11,,volkswagen,,2016-03-26 00:00:00,0,86154,2016-03-31 10:16:34
205757,2016-03-12 18:00:40,Suzuki_Grand_Vitara_1.9_DDiS,privat,Angebot,7400,test,suv,2008,manuell,129,grand,150000,3,diesel,suzuki,nein,2016-03-12 00:00:00,0,10969,2016-03-14 10:19:14
5144,2016-03-30 20:47:34,Renault_Megane_TCe_130_Coupe_Cabriolet_Luxe,privat,Angebot,13600,control,cabrio,2010,manuell,131,megane,60000,8,benzin,renault,nein,2016-03-30 00:00:00,0,90530,2016-04-07 13:17:32
144983,2016-03-19 18:40:29,Opel___TÜV_NEU!!!_Klimautomatic!!!,privat,Angebot,2750,test,kleinwagen,2005,manuell,60,corsa,100000,6,benzin,opel,nein,2016-03-19 00:00:00,0,31789,2016-03-27 10:44:49
144188,2016-03-30 14:38:00,Bmw_mit_gasanlage,privat,Angebot,4500,control,limousine,2003,manuell,116,3er,150000,5,lpg,bmw,nein,2016-03-30 00:00:00,0,45665,2016-04-03 03:50:07
4449,2016-03-31 22:37:10,FORD_MONDEO_1.6BENZIN_TÜV_2017,privat,Angebot,1400,test,kombi,2000,manuell,93,mondeo,150000,6,benzin,ford,,2016-03-31 00:00:00,0,25436,2016-04-06 22:16:39
275854,2016-03-08 16:51:44,Verkaufe_meinen_Golf_4,privat,Angebot,1800,test,limousine,2002,manuell,75,golf,150000,1,benzin,volkswagen,nein,2016-03-08 00:00:00,0,19399,2016-03-12 15:44:51
140376,2016-03-10 15:49:53,Mercedes_Benz_ML_270_CDI,privat,Angebot,3950,test,suv,2001,automatik,0,m_klasse,150000,7,diesel,mercedes_benz,,2016-03-10 00:00:00,0,28357,2016-03-17 23:46:54
48021,2016-03-17 19:45:55,BMW_318i,privat,Angebot,3000,control,limousine,2001,manuell,118,3er,150000,7,benzin,bmw,nein,2016-03-17 00:00:00,0,23826,2016-03-17 19:45:55
169707,2016-03-17 11:55:07,Volkswagen_Golf_Cabrio,privat,Angebot,3600,control,cabrio,1988,manuell,72,golf,150000,6,benzin,volkswagen,nein,2016-03-17 00:00:00,0,22309,2016-04-06 12:17:06
196869,2016-03-28 14:57:04,Alfa_147_1.6_twin_spark_mit_Gasanlage,privat,Angebot,1500,test,limousine,2003,manuell,0,,150000,0,,alfa_romeo,nein,2016-03-28 00:00:00,0,42279,2016-03-30 06:18:10
14467,2016-03-18 09:46:44,Ford_Focus_Diesel_mit_DPF,privat,Angebot,2600,control,kombi,2002,manuell,115,focus,150000,6,diesel,ford,,2016-03-18 00:00:00,0,14929,2016-03-23 17:49:02
225870,2016-03-11 13:53:10,Roter_Flitzer,privat,Angebot,300,test,kleinwagen,1998,manuell,0,lupo,150000,10,benzin,volkswagen,,2016-03-11 00:00:00,0,1689,2016-03-12 03:46:24
40354,2016-03-09 21:54:55,BMW_320i_touring,privat,Angebot,1600,test,kombi,2000,manuell,150,3er,150000,12,benzin,bmw,nein,2016-03-09 00:00:00,0,81243,2016-03-13 01:45:43
